date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:34	469939/469939	---M--	200	added ('OK')	text/css	etag:%2272bb3-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/bootstrap-italia.css?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/bootstrap-italia6c2d.css	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:35	349744/349744	---M--	200	added ('OK')	text/css	etag:%2255630-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/scuole.css?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/scuole6c2d.css	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:35	406/406	---M--	200	added ('OK')	text/css	etag:%22196-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/overrides.css?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/overrides6c2d.css	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:35	4835/4835	---M--	200	added ('OK')	text/css	etag:%2212e3-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/carousel-style-double.css?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/carousel-style-double6c2d.css	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:35	5090/5090	---M--	200	added ('OK')	text/css	etag:%2213e2-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/splide.min.css?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/css/splide.min6c2d.css	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:36	350/350	---M--	200	added ('OK')	text/css	etag:%2215e-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/print.css?ver=20190912	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/printbd23.css	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:36	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%2215601-63db894345b80%22	https://www.cigna-baruffi-garelli.edu.it/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:37	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%223509-63db894345b80%22	https://www.cigna-baruffi-garelli.edu.it/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:37	7172/7172	---M--	200	added ('OK')	application/javascript	etag:%221c04-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/modernizr.custom.js?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/modernizr.custom6c2d.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:37	199/199	---M--	403	error ('Forbidden')	text/html	date:Fri,%2019%20Sep%202025%2015:56:35%20GMT	https://www.cigna-baruffi-garelli.edu.it/xmlrpc.php?rsd	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/xmlrpc.f0db0.delayed	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:38	57650/57650	---M--	200	added ('OK')	image/png	etag:%22e132-63db893d8ce00%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/uploads/2025/08/logo-cigna-1.png	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/uploads/2025/08/logo-cigna-1.png	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:38	229264/229264	---MC-	200	added ('OK')	application/json	date:Fri,%2019%20Sep%202025%2015:56:35%20GMT	https://www.cigna-baruffi-garelli.edu.it/wp-json/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-json/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:38	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Sep%202025%2015:56:36%20GMT	https://www.cigna-baruffi-garelli.edu.it/argomento	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/argomento.11.delayed	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:39	235250/235250	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:36%20GMT	https://www.cigna-baruffi-garelli.edu.it/scuola/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scuola/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:39	261780/261780	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:36%20GMT	https://www.cigna-baruffi-garelli.edu.it/luogo/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/luogo/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:39	257975/257975	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:36%20GMT	https://www.cigna-baruffi-garelli.edu.it/scuola/presentazione/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scuola/presentazione/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:39	227913/227913	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:36%20GMT	https://www.cigna-baruffi-garelli.edu.it/scuola/le-persone/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scuola/le-persone/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:39	99128/99128	---M--	200	added ('OK')	image/png	etag:%2218338-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/img/didattica-mockup.png	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/img/didattica-mockup.png	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:40	259463/259463	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:37%20GMT	https://www.cigna-baruffi-garelli.edu.it/scuola/i-numeri-della-scuola/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scuola/i-numeri-della-scuola/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:40	266990/266990	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:37%20GMT	https://www.cigna-baruffi-garelli.edu.it/documento/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/documento/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:40	24584/24584	---M--	200	added ('OK')	image/svg+xml	etag:%226008-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/img/logo-eu-inverted.svg	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/img/logo-eu-inverted.svg	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:40	274066/274066	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:37%20GMT	https://www.cigna-baruffi-garelli.edu.it/struttura/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/struttura/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:41	257495/257495	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:38%20GMT	https://www.cigna-baruffi-garelli.edu.it/scuola/la-storia/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scuola/la-storia/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:41	38058/38058	---M--	200	added ('OK')	image/png	etag:%2294aa-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/img/LogoRegionePiemonte.png	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/img/LogoRegionePiemonte.png	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:41	234950/234950	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:38%20GMT	https://www.cigna-baruffi-garelli.edu.it/tipologia-servizio/famiglie-e-studenti/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/tipologia-servizio/famiglie-e-studenti/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:41	234277/234277	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:38%20GMT	https://www.cigna-baruffi-garelli.edu.it/servizi/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/servizi/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:42	231012/231012	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:39%20GMT	https://www.cigna-baruffi-garelli.edu.it/tipologia-servizio/personale-scolastico/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/tipologia-servizio/personale-scolastico/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:42	4776/4776	---M--	200	added ('OK')	application/javascript	etag:%2212a8-63db894345b80%22	https://www.cigna-baruffi-garelli.edu.it/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-includes/js/dist/hooks.min4fdd.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:42	238996/238996	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:39%20GMT	https://www.cigna-baruffi-garelli.edu.it/indirizzo-di-studio/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/indirizzo-di-studio/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:42	9141/9141	---M--	200	added ('OK')	application/javascript	etag:%2223b5-63db894345b80%22	https://www.cigna-baruffi-garelli.edu.it/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-includes/js/dist/i18n.minc33c.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:42	245581/245581	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:40%20GMT	https://www.cigna-baruffi-garelli.edu.it/google-workspace/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/google-workspace/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:43	236448/236448	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:40%20GMT	https://www.cigna-baruffi-garelli.edu.it/servizio/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/servizio/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:43	244025/244025	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:40%20GMT	https://www.cigna-baruffi-garelli.edu.it/novita/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/novita/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:43	12512/12512	---M--	200	added ('OK')	application/javascript	etag:%2230e0-63db89415d700%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.1	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/plugins/contact-form-7/includes/swv/js/index6a4d.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:43	234233/234233	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:40%20GMT	https://www.cigna-baruffi-garelli.edu.it/tipologia-articolo/notizie/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/tipologia-articolo/notizie/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:44	241633/241633	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:41%20GMT	https://www.cigna-baruffi-garelli.edu.it/tipologia-articolo/bacheca-sindacale/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/tipologia-articolo/bacheca-sindacale/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:44	231232/231232	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:41%20GMT	https://www.cigna-baruffi-garelli.edu.it/circolare/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/circolare/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:44	229539/229539	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:41%20GMT	https://www.cigna-baruffi-garelli.edu.it/evento/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/evento/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:44	13452/13452	---M--	200	added ('OK')	application/javascript	etag:%22348c-63db89415d700%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/plugins/contact-form-7/includes/js/index.js?ver=6.1.1	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/plugins/contact-form-7/includes/js/index6a4d.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:45	240997/240997	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:42%20GMT	https://www.cigna-baruffi-garelli.edu.it/didattica/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/didattica/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:45	241510/241510	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:42%20GMT	https://www.cigna-baruffi-garelli.edu.it/didattica/offerta-formativa/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/didattica/offerta-formativa/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:45	252690/252690	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:42%20GMT	https://www.cigna-baruffi-garelli.edu.it/indirizzo-di-studio/qualifiche-professionali/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/indirizzo-di-studio/qualifiche-professionali/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:45	253029/253029	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:42%20GMT	https://www.cigna-baruffi-garelli.edu.it/indirizzo-di-studio/apprendistato-duale-di-primo-livello/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/indirizzo-di-studio/apprendistato-duale-di-primo-livello/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:46	228612/228612	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:43%20GMT	https://www.cigna-baruffi-garelli.edu.it/scheda-didattica/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scheda-didattica/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:46	422302/422302	---M--	200	added ('OK')	application/javascript	etag:%226719e-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/bootstrap-italia.js?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/bootstrap-italia6c2d.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:46	233491/233491	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:43%20GMT	https://www.cigna-baruffi-garelli.edu.it/calendario-scolastico-2025-26/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/calendario-scolastico-2025-26/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:47	227790/227790	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:43%20GMT	https://www.cigna-baruffi-garelli.edu.it/scheda-progetto/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/scheda-progetto/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:47	26978/26978	---M--	200	added ('OK')	application/javascript	etag:%226962-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/splide.min.js	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/splide.min.1a.delayed	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:47	236592/236592	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:44%20GMT	https://www.cigna-baruffi-garelli.edu.it/2025/08/08/libri-di-testo-a-s-2025-26/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/2025/08/08/libri-di-testo-a-s-2025-26/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:48	228735/228735	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:44%20GMT	https://www.cigna-baruffi-garelli.edu.it/argomento/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/argomento/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:48	241933/241933	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:45%20GMT	https://www.cigna-baruffi-garelli.edu.it/2025/09/05/orario-e-organizzazione-dei-primi-giorni-di-scuola/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/2025/09/05/orario-e-organizzazione-dei-primi-giorni-di-scuola/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:48	237418/237418	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:45%20GMT	https://www.cigna-baruffi-garelli.edu.it/circolare/309/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/circolare/309/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:48	3207/3207	---M--	200	added ('OK')	application/javascript	etag:%22c87-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/components/jquery-easing/jquery.easing.js?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/components/jquery-easing/jquery.easing6c2d.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:49	239827/239827	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:46%20GMT	https://www.cigna-baruffi-garelli.edu.it/2025/09/02/orientamento-in-entrata/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/2025/09/02/orientamento-in-entrata/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:49	252149/252149	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:46%20GMT	https://www.cigna-baruffi-garelli.edu.it/servizio/assenze-e-permessi-di-entrata-uscita/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/servizio/assenze-e-permessi-di-entrata-uscita/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:49	251783/251783	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:46%20GMT	https://www.cigna-baruffi-garelli.edu.it/servizio/registro-elettronico-studenti/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/servizio/registro-elettronico-studenti/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:49	2254/2254	---M--	200	added ('OK')	application/javascript	etag:%228ce-63db893f75280%22	https://www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/components/jquery.scrollto/jquery.scrollTo.js?ver=6.8.2	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/wp-content/themes/design-scuole-wordpress-theme-main/assets/js/components/jquery.scrollto/jquery.scrollTo6c2d.js	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:50	284530/284530	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:47%20GMT	https://www.cigna-baruffi-garelli.edu.it/struttura/63-2/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/struttura/63-2/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
17:56:50	239282/239282	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20Sep%202025%2015:56:47%20GMT	https://www.cigna-baruffi-garelli.edu.it/argomento/alunni/	C:/Users/enric/OneDrive/Desktop/Nuova%20cartella/23/www.cigna-baruffi-garelli.edu.it/argomento/alunni/index.html	(from https://www.cigna-baruffi-garelli.edu.it/)
